id	key	day	weekday	ruf	ruf_id	lesung_1	lesung_1id	antwort	antwortid	lesung_2	lesung_2id	evangelium	evangeliumid	variant	overwrite	ende	gotteslob	unterwegs
818	Wochentag (24. Woche)		Mi			1 Kor 12,31 - 13,13	2154	Ps 33,2-5.12.22	1544			Lk 7,31-35	2155	II		.	NULL	NULL
819	Wochentag (24. Woche)		Do			1 Tim 4,12-16	2156	Ps 111,7-8.9-10	1545			Lk 7,36-50	2158	I		.	NULL	NULL
820	Wochentag (24. Woche)		Do			1 Kor 15,1-11	2157	Ps 118,2 u. 4.16-17.28-29	1546			Lk 7,36-50	2158	II		.	NULL	NULL
821	Wochentag (24. Woche)		Fr			1 Tim 6,3b-12	2159	Ps 49,6-7.8-9.17-18.19-20	1547			Lk 8,1-3	2161	I		.	NULL	NULL
822	Wochentag (24. Woche)		Fr			1 Kor 15,12-20	2160	Ps 17,1-2.6-7.8 u. 15	1548			Lk 8,1-3	2161	II		.	NULL	NULL
823	Wochentag (24. Woche)		Sa			1 Tim 6,13-16	2162	Ps 100,2-3.4-5	1549			|break|Lk 8,4-15	2164	I		.	NULL	NULL
824	Wochentag (24. Woche)		Sa			1 Kor 15,35-37.42-49	2163	Ps 56,10-11.12-13.14	1550			Lk 8,4-15	2164	II		.	NULL	NULL
825	Wochentag (25. Woche)		Mo			Esra 1,1-6	2165	Ps 126,1-2b.2c-3.4-5.6	1191			Lk 8,16-18	2167	I		.	NULL	NULL
826	Wochentag (25. Woche)		Mo			Spr 3,27-35	2166	Ps 15,2-3.4.5	1363			Lk 8,16-18	2167	II		.	NULL	NULL
827	Wochentag (25. Woche)		Di			Esra 6,7-8.12b.14-20	2168	Ps 122,1-3.4-5	1250			Lk 8,19-21	2170	I		.	NULL	NULL
828	Wochentag (25. Woche)		Di			Spr 21,1-6.10-13|break|	2169	Ps 119,1 u. 27.30 u. 34.35 u. 44	1551			Lk 8,19-21	2170	II		.	NULL	NULL
829	Wochentag (25. Woche)		Mi			Esra 9,5-9	2171	Tob 13,2.3-4.5.8	1552			Lk 9,1-6	2173	I		.	NULL	NULL
830	Wochentag (25. Woche)		Mi			Spr 30,5-9	2172	Ps 119,29.72.89.|break|101.104.163	1553			Lk 9,1-6	2173	II		.	NULL	NULL
831	Wochentag (25. Woche)		Do			Hag 1,1-8	2174	Ps 149,1-2.3-4.5-6a u. 9b	884			|break|Lk 9,7-9	2176	I		.	NULL	NULL
832	Wochentag (25. Woche)		Do			Koh 1,2-11	2088	Ps 90,3-4.5-6.12-13.14 u. 17	1554			Lk 9,7-9	2176	II		.	NULL	NULL
833	Wochentag (25. Woche)		Fr			Hag 1,15b - 2,9	2177	Ps 43,1-2b.3.4	1555			Lk 9,18-22	2179	I		.	NULL	NULL
834	Wochentag (25. Woche)		Fr			Koh 3,1-11	2178	Ps 144,1a u. 2abc.3-4	1556			Lk 9,18-22	2179	II		.	NULL	NULL
835	Wochentag (25. Woche)		Sa			Sach 2,5-9.14-15a	2180	|break|Jer 31,10.11-12b.13	1133			Lk 9,43b-45	2260	I		.	NULL	NULL
836	Wochentag (25. Woche)		Sa			Koh 11,9 - 12,8	2181	Ps 90,3-4.5-6.12-13.14 u. 17	1554			Lk 9,43b-45	2260	II		.	NULL	NULL
837	Wochentag (26. Woche)		Mo			Sach 8,1-8	2182	Ps 102,16-17.18-19.20-21.29 u. 22	1492			Lk 9,46-50	2184	I		.	NULL	NULL
838	Wochentag (26. Woche)		Mo			Ijob 1,6-22	2183	Ps 17,1-2.3ab u. 5.6-7	1558			Lk 9,46-50	2184	II		.	NULL	NULL
839	Wochentag (26. Woche)		Di			Sach 8,20-23	2185	Ps 87,2-3.4.5 u. 7	1559			Lk 9,51-56	2187	I		.	NULL	NULL
840	Wochentag (26. Woche)		Di			Ijob 3,1-3.11-17.20-23	2186	Ps 88,2-3.4-5.6.7-8	1560			Lk 9,51-56	2187	II		.	NULL	NULL
841	Wochentag (26. Woche)		Mi			Neh 2,1-8	2188	Ps 137,1-2.3-4.5-6	1092			Lk 9,57-62	2190	I		.	NULL	NULL
842	Wochentag (26. Woche)		Mi			Ijob 9,1-12.14-16|break|	2189	Ps 88,10b-11.12-13.14-15	1561			Lk 9,57-62	2190	II		.	NULL	NULL
843	Wochentag (26. Woche)		Do			Neh 8,1-4a.5-6.7b-12	2191	|break|Ps 19,8.9.10	1383			Lk 10,1-12	2261	I		.	NULL	NULL
844	Wochentag (26. Woche)		Do			Ijob 19,1.21-27	2193	Ps 27,7-9.13-14	1562			Lk 10,1-12	2261	II		.	NULL	NULL
845	Wochentag (26. Woche)		Fr			Bar 1,15-22	2192	Ps 79,1-2.3-4.5 u. 8.9	1419			Lk 10,13-16	2195	I		.	NULL	NULL
846	Wochentag (26. Woche)		Fr			Ijob 38,1.12-21; 40,3-5	2194	Ps 139,1-3.7-8.9-10.13-14	1563			Lk 10,13-16	2195	II		.	NULL	NULL
847	Wochentag (26. Woche)		Sa			Bar 4,5-12.27-29	2196	Ps 69,33-34.35-36b.36c-37	1564			Lk 10,17-24	2199	I		.	NULL	NULL
848	Wochentag (26. Woche)		Sa			Ijob 42,1-3.5-6.12-17|break|	2197	Ps 119,66 u. 71.75 u. 91.125 u. 130|break|	1565			Lk 10,17-24	2199	II		.	NULL	NULL
849	Wochentag (27. Woche)		Mo			Jona 1,1 - 2,1.11	2200	Jona 2,3.4.5-6.8 u. 10	1566			Lk 10,25-37	2202	I		.	NULL	NULL
850	Wochentag (27. Woche)		Mo			Gal 1,6-12	2201	Ps 111,1-2.7-8.9 u. 10c	1567			Lk 10,25-37	2202	II		.	NULL	NULL
851	Wochentag (27. Woche)		Di			Jona 3,1-10	2203	Ps 130,1-2.3-4.5-6b.6c-7a u. 8	1046			Lk 10,38-42	2205	I		.	NULL	NULL
852	Wochentag (27. Woche)		Di			Gal 1,13-24	2204	Ps 139,1-3.13-14.15-16b	1569			Lk 10,38-42	2205	II		.	NULL	NULL
853	Wochentag (27. Woche)		Mi			Jona 3,10b;4,1-11	2206	Ps 86,3-4.5-6.9-10	1570			Lk 11,1-4	2208	I		.	NULL	NULL
854	Wochentag (27. Woche)		Mi			Gal 2,1-2.7-14	2207	Ps 117,1.2	1255			Lk 11,1-4	2208	II		.	NULL	NULL
855	Wochentag (27. Woche)		Do			Mal 3,13-20a	2209	Ps 1,1-2.3.4 u. 6	1015			|break|Lk 11,5-13	2211	I		.	NULL	NULL
856	Wochentag (27. Woche)		Do			Gal 3,1-5	2210	Lk 1,68-69.70-71.72-73.74-75	945			Lk 11,5-13	2211	II		.	NULL	NULL
857	Wochentag (27. Woche)		Fr			Joël 1,13-15;2,1-2	2212	|break|Ps 9,2-3.6 u. 16.8-9	1571			Lk 11,14-26	2214	I		.	NULL	NULL
858	Wochentag (27. Woche)		Fr			Gal 3,6-14	2213	Ps 111,1-2.3-4.5-6	1572			Lk 11,14-26	2214	II		.	NULL	NULL
859	Wochentag (27. Woche)		Sa			Joël 4,12-21	2215	|break|Ps 97,1-2.5-6.11-12	857			Lk 11,27-28	2241	I		.	NULL	NULL
860	Wochentag (27. Woche)		Sa			Gal 3,22-29	2216	Ps 105,2-3.4-5.6-7	1574			Lk 11,27-28	2241	II		.	NULL	NULL
861	Wochentag (28. Woche)		Mo			Röm 1,1-7	2242	Ps 98,1.2-3b.3c-4	1300			|break|Lk 11,29-32	2244	I		.	NULL	NULL
862	Wochentag (28. Woche)		Mo			Gal 4,22-24.26-27.31 - 5,1	2243	Ps 113,1-2.3-4.5a u. 6-7	1010			Lk 11,29-32	2244	II		.	NULL	NULL
863	Wochentag (28. Woche)		Di			Röm 1,16-25	2245	Ps 19,2-3.4-5b	1575			Lk 11,37-41	2247	I		.	NULL	NULL
864	Wochentag (28. Woche)		Di			Gal 5,1-6	2246	Ps 119,41 u. 43.44-45.47-48	1573			Lk 11,37-41	2247	II		.	NULL	NULL
865	Wochentag (28. Woche)		Mi			Röm 2,1-11	2248	Ps 62,2-3.6-7.8-9	1576			Lk 11,42-46	2250	I		.	NULL	NULL
866	Wochentag (28. Woche)		Mi			Gal 5,18-25	2249	Ps 1,1-2.3.4 u. 6	1577			Lk 11,42-46	2250	II		.	NULL	NULL
867	Wochentag (28. Woche)		Do			Röm 3,21-30a	2263	Ps 130,1-2.3-4.5-6b	1578			Lk 11,47-54	2265	I		.	NULL	NULL
868	Wochentag (28. Woche)		Do			Eph 1,1-10	2264	Ps 98,1.2-3b.3c-4.5-6	1480			Lk 11,47-54	2265	II		.	NULL	NULL
869	Wochentag (28. Woche)		Fr			Röm 4,1-8	2266	Ps 32,1-2.5.10-11	988			Lk 12,1-7	2268	I		.	NULL	NULL
870	Wochentag (28. Woche)		Fr			Eph 1,11-14	2267	Ps 33,1-2.4-5.12-13	1579			Lk 12,1-7	2268	II		.	NULL	NULL
871	Wochentag (28. Woche)		Sa			Röm 4,13.16-18	2269	|break|Ps 105,6-7.8-9.42-43	1580			Lk 12,8-12	2271	I		.	NULL	NULL
872	Wochentag (28. Woche)		Sa			Eph 1,15-23	2270	Ps 8,2-3.4-5.6-7	1581			Lk 12,8-12	2271	II		.	NULL	NULL
873	Wochentag (29. Woche)		Mo			Röm 4,20-25	2281	Lk 1,68-69.70-71.72-73.74-75	945			Lk 12,13-21	33	I		.	NULL	NULL
874	Wochentag (29. Woche)		Mo			Eph 2,1-10	2282	Ps 100,2-3.4-5	1582			Lk 12,13-21	33	II		.	NULL	NULL
875	Wochentag (29. Woche)		Di			Röm 5,12.15b.17-19.20b-21	2283	Ps 40,7-8.9-10.17	1583			Lk 12,35-38	2285	I		.	NULL	NULL
876	Wochentag (29. Woche)		Di			Eph 2,12-22	2284	Ps 85,9-14	1584			Lk 12,35-38	2285	II		.	NULL	NULL
877	Wochentag (29. Woche)		Mi			Röm 6,12-18	2286	Ps 124,1-2.3-4.5-6.7-8	1445			Lk 12,39-48	2324	I		.	NULL	NULL
878	Wochentag (29. Woche)		Mi			Eph 3,2-12	2323	Jes 12,2.3a u. 4bcd.5-6	911			Lk 12,39-48	2324	II		.	NULL	NULL
879	Wochentag (29. Woche)		Do			Röm 6,19-23	2325	Ps 1,1-2.3.4 u. 6	1015			Lk 12,49-53	1794	I		.	NULL	NULL
880	Wochentag (29. Woche)		Do			Eph 3,14-21	2326	Ps 33,1-2.4-5.11-12.18-19	1585			Lk 12,49-53	1794	II		.	NULL	NULL
881	Wochentag (29. Woche)		Fr			Röm 7,18-25a	2327	|break|Ps 119,66 u. 68.76-77.93-94	1586			|break|Lk 12,54-59	2329	I		.	NULL	NULL
882	Wochentag (29. Woche)		Fr			Eph 4,1-6	2328	Ps 24,1-2.3-4.5-6	1317			Lk 12,54-59	2329	II		.	NULL	NULL
883	Wochentag (29. Woche)		Sa			Röm 8,1-11	2330	Ps 24,1-2.3-4.5-6	1317			Lk 13,1-9	2348	I		.	NULL	NULL
884	Wochentag (29. Woche)		Sa			Eph 4,7-16	2331	Ps 122,1-3.4-5	1250			Lk 13,1-9	2348	II		.	NULL	NULL
885	Wochentag (30. Woche)		Mo			Röm 8,12-17	2349	|break|Ps 68,2 u. 4.6-7b.20-21	1587			Lk 13,10-17	2353	I		.	NULL	NULL
886	Wochentag (30. Woche)		Mo			Eph 4,32 - 5,8	2350	Ps 1,1-2.3.4 u. 6	1588			Lk 13,10-17	2353	II		.	NULL	NULL
887	Wochentag (30. Woche)		Di			Röm 8,18-25	2357	Ps 126,1-2b.2c-3.4-5.6	1191			Lk 13,18-21	2360	I		.	NULL	NULL
888	Wochentag (30. Woche)		Di			Eph 5,21-33	2359	Ps 128,1-2.3.4-5	862			Lk 13,18-21	2360	II		.	NULL	NULL
889	Wochentag (30. Woche)		Mi			Röm 8,26-30	2362	Ps 13,4-5.6	1589			Lk 13,22-30	45	I		.	NULL	NULL
890	Wochentag (30. Woche)		Mi			Eph 6,1-9	2363	Ps 145,10-11.12-13b.13c-14	1590			Lk 13,22-30	45	II		.	NULL	NULL
891	Wochentag (30. Woche)		Do			Röm 8,31b-39	2367	|break|Ps 109,21-22.26-27.30-31	1591			|break|Lk 13,31-35	2369	I		.	NULL	NULL
892	Wochentag (30. Woche)		Do			Eph 6,10-20	2368	Ps 144,1-2c.9-10	1288			Lk 13,31-35	2369	II		.	NULL	NULL
893	Wochentag (30. Woche)		Fr			Röm 9,1-5	2370	Ps 147,12-13.14-15.19-20	1079			Lk 14,1-6	2372	I		.	NULL	NULL
894	Wochentag (30. Woche)		Fr			Phil 1,1-11	2371	Ps 111,1-6	1543			Lk 14,1-6	2372	II		.	NULL	NULL
895	Wochentag (30. Woche)		Sa			Röm 11,1-2a.11-12.25-29	2373	Ps 94,12-13.14-15.17-18	1593			Lk 14,1.7-11	2375	I		.	NULL	NULL
896	Wochentag (30. Woche)		Sa			Phil 1,18b-26	2374	Ps 42,2-3a.3b u. 5	1594			Lk 14,1.7-11	2375	II		.	NULL	NULL
897	Wochentag (31. Woche)		Mo			Röm 11,29-36	2376	|break|Ps 69,30-31.33-34.35-36b.36c-37	1595			Lk 14,12-14	2418	I		.	NULL	NULL
898	Wochentag (31. Woche)		Mo			Phil 2,1-4	2377	Ps 131,1.2-3	1305			Lk 14,12-14	2418	II		.	NULL	NULL
899	Wochentag (31. Woche)		Di			Röm 12,5-16a	2419	Ps 131,1.2-3	1305			|break|Lk 14,15-24	2421	I		.	NULL	NULL
900	Wochentag (31. Woche)		Di			Phil 2,5-11	2420	Ps 22,26-29.30c-32	1596			Lk 14,15-24	2421	II		.	NULL	NULL
901	Wochentag (31. Woche)		Mi			Röm 13,8-10	2422	|break|Ps 112,1-2.4-5.8-9	1597			Lk 14,25-33	2424	I		.	NULL	NULL
902	Wochentag (31. Woche)		Mi			Phil 2,12-18	2423	Ps 27,1.4.13-14	779			Lk 14,25-33	2424	II		.	NULL	NULL
903	Wochentag (31. Woche)		Do			Röm 14,7-12	2425	Ps 27,1.4.13-14	1523			Lk 15,1-10	1797	I		.	NULL	NULL
904	Wochentag (31. Woche)		Do			Phil 3,3-8a	2426	Ps 105,2-3.4-5.6-7	1598			Lk 15,1-10	1797	II		.	NULL	NULL
905	Wochentag (31. Woche)		Fr			Röm 15,14-21	2427	Ps 98,1.2-3b.3c-4	1300			Lk 16,1-8	2429	I		.	NULL	NULL
906	Wochentag (31. Woche)		Fr			Phil 3,17 - 4,1	2428	Ps 122,1-3.4-5	1250			Lk 16,1-8	2429	II		.	NULL	NULL
907	Wochentag (31. Woche)		Sa			Röm 16,3-9.16.22-27	2451	|break|Ps 145,2-3.4-5.10-11	1002			Lk 16,9-15	2453	I		.	NULL	NULL
908	Wochentag (31. Woche)		Sa			Phil 4,10-19	2452	Ps 112,1-2.5-6.8a u. 9	1599			Lk 16,9-15	2453	II		.	NULL	NULL
909	Wochentag (32. Woche)		Mo			Weish 1,1-7	2454	Ps 139,1-3.4-5.7-8.9-10	1600			Lk 17,1-6	2456	I		.	NULL	NULL
910	Wochentag (32. Woche)		Mo			Tit 1,1-9	2455	Ps 24,1-2.3-4.5-6	1317			Lk 17,1-6	2456	II		.	NULL	NULL
911	Wochentag (32. Woche)		Di			Weish 2,23 - 3,9	2457	Ps 34,2-3.16-17.18-19	1601			Lk 17,7-10	2460	I		.	NULL	NULL
912	Wochentag (32. Woche)		Di			Tit 2,1-8.11-14	2459	Ps 37,3-4.18 u. 23.27 u. 29	1602			Lk 17,7-10	2460	II		.	NULL	NULL
913	Wochentag (32. Woche)		Mi			Weish 6,1-11	2461	Ps 82,3-4.6-7	1603			Lk 17,11-19	66	I		.	NULL	NULL
914	Wochentag (32. Woche)		Mi			Tit 3,1-7	2462	Ps 23,1-3.4.5.6	1246			Lk 17,11-19	66	II		.	NULL	NULL
915	Wochentag (32. Woche)		Do			Weish 7,22 - 8,1	2463	|break|Ps 119,89-90.91 u. 130.135 u. 175	1604			|break|Lk 17,20-25	2465	I		.	NULL	NULL
916	Wochentag (32. Woche)		Do			Phlm 7-20	2464	Ps 146,6-7.8-9b.9c-10	1605			Lk 17,20-25	2465	II		.	NULL	NULL
917	Wochentag (32. Woche)		Fr			Weish 13,1-9	2466	Ps 19,2-3.4-5b	1575			Lk 17,26-37	2468	I		.	NULL	NULL
918	Wochentag (32. Woche)		Fr			2 Joh 4-9	2467	Ps 119,1-2.10-11.|break|17-18	1606			Lk 17,26-37	2468	II		.	NULL	NULL
919	Wochentag (32. Woche)		Sa			Weish 18,14-16;19,6-9	2469	|break|Ps 105,2-3.36-37.42-43	1608			|break|Lk 18,1-8	69	I		.	NULL	NULL
920	Wochentag (32. Woche)		Sa			3 Joh 5-8	2470	Ps 112,1-2.3-4.5-6	1385			Lk 18,1-8	69	II		.	NULL	NULL
921	Wochentag (33. Woche)		Mo			1 Makk 1,10-15.41-43.54-57.62-64	2477	|break|Ps 119,53 u. 61.134 u. 150.155 u. 158	1609			Lk 18,35-43	2479	I		.	NULL	NULL
922	Wochentag (33. Woche)		Mo			Offb 1,1-4; 2,1-5a	2478	Ps 1,1-2.3.4 u. 6	1610			Lk 18,35-43	2479	II		.	NULL	NULL
923	Wochentag (33. Woche)		Di			2 Makk 6,18-31	2480	Ps 3,2-3.4-5.6-7	1611			Lk 19,1-10	75	I		.	NULL	NULL
924	Wochentag (33. Woche)		Di			Offb 3,1-6.14-22	2481	Ps 15,2-3.4.5	1612			Lk 19,1-10	75	II		.	NULL	NULL
925	Wochentag (33. Woche)		Mi			2 Makk 7,1.20-31	2491	|break|Ps 17,1-2.5-6.8 u. 15	1613			Lk 19,11-28	2501	I		.	NULL	NULL
926	Wochentag (33. Woche)		Mi			Offb 4,1-11	2492	Ps 150,1-2.3-4.5-6	1614			Lk 19,11-28	2501	II		.	NULL	NULL
927	Wochentag (33. Woche)		Do			1 Makk 2,15-29	2502	|break|Ps 50,1-2.5-6.14-15	1615			Lk 19,41-44	2505	I		.	NULL	NULL
928	Wochentag (33. Woche)		Do			Offb 5,1-10	2504	Ps 149,1-2.3-4.5-6a u. 9b	1616			Lk 19,41-44	2505	II		.	NULL	NULL
929	Wochentag (33. Woche)		Fr			1 Makk 4,36-37.52-59	2506	|break|1 Chr 29,10b-11a.11b-12a.12b-13	1341			Lk 19,45-48	2508	I		.	NULL	NULL
930	Wochentag (33. Woche)		Fr			Offb 10,8-11	2507	Ps 119,14.24.72.|break|103.111.131	1500			Lk 19,45-48	2508	II		.	NULL	NULL
931	Wochentag (33. Woche)		Sa			1 Makk 6,1-13	2509	Ps 9,2-3.4 u. 6.16 u. 19	1617			Lk 20,27-40	2511	I		.	NULL	NULL
932	Wochentag (33. Woche)		Sa			Offb 11,4-12	2510	Ps 144,1-2c.9-10	1288			Lk 20,27-40	2511	II		.	NULL	NULL
933	Wochentag (34. Woche)		Mo			Dan 1,1-6.8-20	2514	Dan 3,52a.52c.53.54.55.56	1124			Lk 21,1-4	2513	I		.	NULL	NULL
934	Wochentag (34. Woche)		Mo			Offb 14,1-3.4b-5	2512	Ps 24,1-2.3-4.5-6	1317			Lk 21,1-4	2513	II		.	NULL	NULL
935	Wochentag (34. Woche)		Di			Dan 2,31-45	2515	Dan 3,57.58.59.60.61	1618			Lk 21,5-11	2517	I		.	NULL	NULL
936	Wochentag (34. Woche)		Di			Offb 14,14-19	2516	Ps 96,10.11-12.13	1619			Lk 21,5-11	2517	II		.	NULL	NULL
937	Wochentag (34. Woche)		Mi			Dan 5,1-6.13-14.16-17.23-28	2518	Dan 3,62.63.64.65.66.67	1620			Lk 21,12-19	2520	I		.	NULL	NULL
938	Wochentag (34. Woche)		Mi			Offb 15,1-4	2519	Ps 98,1.2-3b.3c-4.7-8.9	1621			Lk 21,12-19	2520	II		.	NULL	NULL
939	Wochentag (34. Woche)		Do			Dan 6,12-28	2521	Dan 3,68.69.70.71.72.73.74	1622			Lk 21,20-28	2523	I		.	NULL	NULL
940	Wochentag (34. Woche)		Do			Offb 18,1-2.21-23; 19,1-3.9a	2522	|break|Ps 100,2-3.4-5	1623			Lk 21,20-28	2523	II		.	NULL	NULL
941	Wochentag (34. Woche)		Fr			Dan 7,2-14	2524	Dan 3,75.76.77.78.79.80.81	1624			Lk 21,29-33	2526	I		.	NULL	NULL
942	Wochentag (34. Woche)		Fr			Offb 20,1-4.11 - 21,2	2525	Ps 84,3.4.5-6a u. 8a	1625			Lk 21,29-33	2526	II		.	NULL	NULL
943	Wochentag (34. Woche)		Sa			Dan 7,15-27	2527	Dan 3,82.83.84.85.86.87	1626			Lk 21,34-36	2529	I		.	NULL	NULL
944	Wochentag (34. Woche)		Sa			Offb 22,1-7	2528	Ps 95,1-2.4-5.6-7	1627			Lk 21,34-36	2529	II		.	NULL	NULL
